SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 -6.71   	-55.85   	 47.41   	 -35.61		  3.70   	  25.43		
 74.16   	  4.27   	 47.26   	 -30.52		  3.80   	  30.52		
188.60   	116.27   	 47.14   	 -25.43		  3.93   	  30.52		
288.70   	268.55   	 47.04   	 -40.69		  4.05   	  30.52		
304.26   	414.12   	 46.88   	 -61.04		  4.17   	  25.43		
188.90   	485.53   	 46.63   	 -66.12		  4.27   	  20.35		
-40.28   	432.43   	 46.37   	 -50.86		  4.35   	  10.17		
-297.55   	254.52   	 46.16   	 -40.69		  4.39   	  15.26		
-480.35   	  1.53   	 46.00   	 -15.26		  4.46   	  20.35		
-537.11   	-258.79   	 45.94   	  -5.09		  4.54   	  15.26		
-491.64   	-468.44   	 45.92   	  -5.09		  4.60   	  15.26		
-407.10   	-584.72   	 45.90   	 -15.26		  4.66   	  15.26		
-332.64   	-581.05   	 45.84   	 -30.52		  4.72   	  15.26		
-274.35   	-463.56   	 45.72   	 -35.61		  4.78   	  30.52		
-212.10   	-283.20   	 45.57   	 -35.61		  4.90   	  50.86		
-133.97   	-115.97   	 45.43   	 -40.69		  5.11   	  71.21		
-55.24   	-24.41   	 45.27   	 -40.69		  5.39   	  81.38		
 -1.83   	-19.84   	 45.11   	 -45.78		  5.72   	  86.47		
 14.65   	-61.65   	 44.92   	 -35.61		  6.06   	  86.47		
  5.49   	-96.74   	 44.78   	 -30.52		  6.41   	  66.12		
 -8.24   	-98.88   	 44.66   	 -45.78		  6.67   	  40.69		
-11.29   	-78.13   	 44.48   	 -35.61		  6.84   	  10.17		
 -3.05   	-57.37   	 44.33   	 -25.43		  6.88   	 -15.26		
  8.54   	-50.35   	 44.23   	 -20.35		  6.82   	 -15.26		
 15.87   	-54.32   	 44.15   	  10.17		  6.75   	  76.30		
 17.70   	-59.20   	 44.19   	   0.00		  7.06   	 239.06		
 16.48   	-58.59   	 44.19   	 -20.35		  8.02   	 356.05		
 15.87   	-51.88   	 44.11   	 -35.61		  9.44   	 366.22		
 17.40   	-43.03   	 43.97   	 -40.69		 10.91   	 310.27		
 21.06   	-34.79   	 43.80   	 -61.04		 12.15   	 213.63		
 25.33   	-28.99   	 43.56   	 -66.12		 13.00   	  96.64		
 29.30   	-24.41   	 43.30   	 -30.52		 13.39   	  30.52		
 32.04   	-19.84   	 43.17   	 -15.26		 13.51   	  20.35		
 35.10   	-14.65   	 43.11   	 -25.43		 13.59   	  55.95		
 38.15   	 -8.54   	 43.01   	 -20.35		 13.81   	 127.16		
 42.11   	 -2.44   	 42.93   	 -25.43		 14.32   	 183.11		
 46.39   	  3.36   	 42.83   	 -40.69		 15.06   	 223.80		
 50.66   	  8.85   	 42.67   	 -40.69		 15.95   	 223.80		
 54.63   	 14.34   	 42.50   	 -30.52		 16.85   	 188.20		
 58.59   	 19.84   	 42.38   	 -10.17		 17.60   	 147.51		
