SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
  4.58   	-49.13   	 41.20   	 -15.26		 26.12   	 188.20		
  5.19   	-48.52   	 41.14   	 -20.35		 26.88   	 188.20		
  6.10   	-49.13   	 41.06   	 -15.26		 27.63   	 198.37		
  6.71   	-49.74   	 41.00   	 -20.35		 28.42   	 198.37		
  6.71   	-50.05   	 40.92   	 -15.26		 29.22   	 213.63		
  6.71   	-49.74   	 40.85   	  -5.09		 30.07   	 213.63		
  7.02   	-49.74   	 40.83   	 -15.26		 30.93   	 213.63		
  7.02   	-49.44   	 40.77   	 -15.26		 31.78   	 203.46		
  7.02   	-49.44   	 40.71   	 -20.35		 32.59   	 183.11		
  6.41   	-49.44   	 40.63   	 -25.43		 33.33   	 162.77		
  5.19   	-49.74   	 40.53   	 -25.43		 33.98   	 147.51		
  4.58   	-50.96   	 40.43   	 -25.43		 34.57   	 127.16		
  4.88   	-52.19   	 40.33   	 -20.35		 35.08   	 122.07		
  5.49   	-53.41   	 40.24   	 -20.35		 35.56   	 116.99		
  5.80   	-54.63   	 40.16   	 -15.26		 36.03   	 116.99		
  6.10   	-56.15   	 40.10   	   0.00		 36.50   	 111.90		
  5.49   	-57.68   	 40.10   	   0.00		 36.95   	 116.99		
  5.49   	-58.90   	 40.10   	   0.00		 37.42   	 106.82		
  6.41   	-58.90   	 40.10   	   5.09		 37.84   	 101.73		
  7.93   	-58.59   	 40.12   	  20.35		 38.25   	 101.73		
 10.07   	-58.29   	 40.20   	  30.52		 38.66   	  96.64		
 12.51   	-57.98   	 40.33   	  61.04		 39.04   	  86.47		
 14.95   	-58.29   	 40.57   	 111.90		 39.39   	  86.47		
 17.09   	-58.29   	 41.02   	 162.77		 39.74   	  81.38		
 19.23   	-58.29   	 41.67   	 218.72		 40.06   	  86.47		
 21.06   	-57.37   	 42.54   	 259.41		 40.41   	  86.47		
 21.97   	-56.46   	 43.58   	 284.84		 40.75   	  96.64		
 22.89   	-55.85   	 44.72   	 279.75		 41.14   	  96.64		
 23.80   	-55.54   	 45.84   	 249.24		 41.53   	 101.73		
 25.63   	-55.85   	 46.84   	 208.54		 41.93   	  96.64		
 28.99   	-56.46   	 47.67   	 167.85		 42.32   	  91.56		
 32.96   	-56.46   	 48.34   	 142.42		 42.69   	  81.38		
 37.23   	-55.54   	 48.91   	 132.25		 43.01   	  71.21		
 40.89   	-54.02   	 49.44   	 132.25		 43.30   	  66.12		
 43.64   	-53.10   	 49.97   	 132.25		 43.56   	  66.12		
 46.08   	-54.02   	 50.50   	 132.25		 43.82   	  71.21		
 49.13   	-55.85   	 51.03   	 122.07		 44.11   	  66.12		
 53.10   	-58.29   	 51.52   	 122.07		 44.37   	  66.12		
 57.98   	-60.42   	 52.00   	 111.90		 44.64   	  66.12		
 63.78   	-62.26   	 52.45   	 101.73		 44.90   	  55.95		
 68.66   	-63.48   	 52.86   	 106.82		 45.13   	  55.95		
 72.63   	-63.48   	 53.29   	 127.16		 45.35   	  61.04		
 75.07   	-60.73   	 53.79   	 147.51		 45.59   	  71.21		
 76.60   	-54.32   	 54.38   	 157.68		 45.88   	  66.12		
 78.13   	-45.17   	 55.02   	 147.51		 46.14   	  61.04		
 80.26   	-34.48   	 55.61   	 132.25		 46.39   	  50.86		
 82.70   	-23.80   	 56.13   	 122.07		 46.59   	  45.78		
 84.53   	-13.12   	 56.62   	 127.16		 46.77   	  45.78		
 84.84   	 -2.75   	 57.13   	 137.33		 46.96   	  61.04		
 83.01   	  7.02   	 57.68   	 152.59		 47.20   	  61.04		
 79.65   	 14.95   	 58.29   	 152.59		 47.45   	  55.95		
 74.46   	 20.14   	 58.90   	 147.51		 47.67   	  50.86		
 68.36   	 21.67   	 59.49   	 132.25		 47.87   	  45.78		
 61.34   	 20.14   	 60.02   	 127.16		 48.06   	  40.69		
 54.32   	 15.87   	 60.53   	 111.90		 48.22   	  30.52		
 47.91   	 10.07   	 60.98   	 106.82		 48.34   	  25.43		
 42.11   	  3.36   	 61.40   	  91.56		 48.44   	  30.52		
 37.23   	 -3.36   	 61.77   	  76.30		 48.57   	  25.43		
 32.35   	 -9.16   	 62.08   	  76.30		 48.67   	  20.35		
 27.16   	-14.95   	 62.38   	  76.30		 48.75   	  15.26		
