SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
104.98   	 33.57   	 40.37   	 -15.26		 19.53   	 223.80		
103.76   	 34.79   	 40.31   	 -10.17		 20.43   	 239.06		
105.59   	 40.59   	 40.26   	 -10.17		 21.38   	 239.06		
111.39   	 51.27   	 40.22   	 -10.17		 22.34   	 244.15		
119.02   	 64.70   	 40.18   	 -15.26		 23.32   	 249.24		
126.95   	 77.51   	 40.12   	 -15.26		 24.31   	 244.15		
133.36   	 88.81   	 40.06   	 -15.26		 25.29   	 269.58		
145.87   	110.17   	 40.00   	 -15.26		 26.37   	 259.41		
153.81   	123.60   	 39.94   	 -10.17		 27.41   	 249.24		
161.44   	137.63   	 39.90   	 -15.26		 28.40   	 244.15		
167.54   	151.37   	 39.84   	 -15.26		 29.38   	 228.89		
171.20   	163.88   	 39.78   	 -20.35		 30.29   	 218.72		
174.87   	176.70   	 39.69   	 -25.43		 31.17   	 213.63		
179.75   	191.04   	 39.59   	 -20.35		 32.02   	 203.46		
187.68   	207.52   	 39.51   	 -20.35		 32.84   	 188.20		
196.84   	224.30   	 39.43   	 -25.43		 33.59   	 188.20		
205.08   	238.95   	 39.33   	 -25.43		 34.34   	 172.94		
210.88   	251.16   	 39.23   	 -20.35		 35.04   	 157.68		
213.93   	260.93   	 39.15   	 -25.43		 35.67   	 152.59		
214.84   	270.08   	 39.04   	 -20.35		 36.28   	 142.42		
214.84   	278.32   	 38.96   	 -20.35		 36.85   	 122.07		
213.93   	285.03   	 38.88   	 -15.26		 37.33   	 116.99		
211.49   	287.78   	 38.82   	 -10.17		 37.80   	 101.73		
207.52   	286.56   	 38.78   	   0.00		 38.21   	  86.47		
202.64   	282.59   	 38.78   	  10.17		 38.56   	  76.30		
197.75   	277.71   	 38.82   	  25.43		 38.86   	  66.12		
191.96   	271.30   	 38.92   	  35.61		 39.12   	  55.95		
184.63   	261.84   	 39.06   	  50.86		 39.35   	  45.78		
173.34   	247.50   	 39.27   	  66.12		 39.53   	  35.61		
158.08   	227.36   	 39.53   	  86.47		 39.67   	  25.43		
140.69   	202.64   	 39.88   	 106.82		 39.78   	  15.26		
122.38   	174.26   	 40.31   	 188.20		 39.84   	   5.09		
 88.81   	112.92   	 41.06   	 223.80		 39.86   	  -5.09		
 73.85   	 82.40   	 41.95   	 249.24		 39.84   	 -15.26		
 59.81   	 53.71   	 42.95   	 284.84		 39.78   	 -15.26		
 46.69   	 26.86   	 44.09   	 315.36		 39.72   	 -15.26		
 33.57   	  1.22   	 45.35   	 335.71		 39.65   	 -25.43		
 19.53   	-24.11   	 46.69   	 356.05		 39.55   	 -25.43		
  6.41   	-47.00   	 48.12   	 366.22		 39.45   	 -25.43		
 -2.75   	-65.00   	 49.58   	 366.22		 39.35   	 -30.52		
 -7.32   	-76.90   	 51.05   	 371.31		 39.23   	 -30.52		
 -8.54   	-83.92   	 52.53   	 350.97		 39.10   	 -35.61		
-10.38   	-90.03   	 53.94   	 320.45		 38.96   	 -35.61		
-15.56   	-97.35   	 55.22   	 284.84		 38.82   	 -35.61		
-23.80   	-107.12   	 56.36   	 233.98		 38.68   	 -40.69		
-32.65   	-117.49   	 57.29   	 188.20		 38.51   	 -40.69		
-39.67   	-126.95   	 58.05   	 152.59		 38.35   	 -40.69		
-44.25   	-134.28   	 58.66   	 116.99		 38.19   	 -45.78		
-47.00   	-138.55   	 59.12   	  81.38		 38.01   	 -40.69		
-48.52   	-139.16   	 59.45   	  50.86		 37.84   	 -45.78		
-48.22   	-136.41   	 59.65   	  30.52		 37.66   	 -40.69		
-46.69   	-132.45   	 59.78   	  15.26		 37.50   	 -45.78		
-45.78   	-130.00   	 59.84(S)	  -5.09		 37.31   	 -50.86		
-46.08   	-130.62   	 59.82   	 -15.26		 37.11   	 -55.95		
-47.61   	-133.06   	 59.76   	 -20.35		 36.89   	 -66.12		
-49.44   	-135.19   	 59.67   	 -20.35		 36.62   	 -71.21		
-49.74   	-134.89   	 59.59   	 -35.61		 36.34   	 -86.47		
-48.22   	-133.36   	 59.45   	 -40.69		 35.99   	 -96.64		
-46.69   	-131.84   	 59.29   	 -45.78		 35.61   	-116.99		
-45.47   	-132.45   	 59.10   	 -45.78		 35.14   	-127.16		
-45.47   	-134.89   	 58.92   	 -50.86		 34.63   	-147.51		
-46.39   	-138.85   	 58.72   	 -55.95		 34.04   	-162.77		
-47.61   	-141.91   	 58.49   	 -61.04		 33.39   	-183.11		
-47.61   	-142.52   	 58.25   	 -66.12		 32.66   	-198.37		
-46.39   	-140.69   	 57.99   	 -61.04		 31.86   	-213.63		
-45.17   	-137.94   	 57.74   	 -71.21		 31.01   	-228.89		
-45.47   	-137.02   	 57.46   	 -66.12		 30.09   	-239.06		
-48.22   	-138.55   	 57.19   	 -61.04		 29.14   	-254.32		
-51.27   	-141.60   	 56.95   	 -55.95		 28.12   	-259.41		
-51.88   	-142.82   	 56.72   	 -55.95		 27.08   	-269.58		
-48.22   	-140.08   	 56.50   	 -50.86		 26.00   	-269.58		
-40.89   	-133.36   	 56.30   	 -61.04		 24.92   	-274.67		
-33.57   	-126.65   	 56.05   	 -61.04		 23.82   	-279.75		
-29.91   	-122.99   	 55.81   	 -55.95		 22.71   	-274.67		
-32.04   	-125.12   	 55.58   	 -55.95		 21.61   	-279.75		
-38.45   	-131.23   	 55.36   	 -55.95		 20.49   	-274.67		
-45.78   	-138.24   	 55.14   	 -61.04		 19.39   	-269.58		
-50.05   	-142.82   	 54.89   	 -55.95		 18.31   	-269.58		
-50.35   	-143.43   	 54.67   	 -55.95		 17.23   	-264.50		
-47.30   	-140.38   	 54.45   	 -61.04		 16.17   	-254.32		
-43.03   	-136.11   	 54.20   	 -66.12		 15.16   	-249.24		
-39.98   	-133.06   	 53.94   	 -61.04		 14.16   	-239.06		
-38.76   	-132.45   	 53.69   	 -71.21		 13.20   	-233.98		
-39.98   	-134.58   	 53.41   	 -81.38		 12.27   	-223.80		
-42.72   	-138.55   	 53.08   	 -86.47		 11.37   	-208.54		
-46.39   	-141.91   	 52.74   	 -86.47		 10.54   	-198.37		
-48.52   	-142.82   	 52.39   	 -91.56		  9.75   	-193.29		
-47.91   	-140.99   	 52.02   	 -91.56		  8.97   	-172.94		
-46.08   	-138.55   	 51.66   	 -96.64		  8.28   	-167.85		
-44.25   	-138.24   	 51.27   	 -96.64		  7.61   	-147.51		
-44.86   	-140.69   	 50.88   	-106.82		  7.02   	-142.42		
-47.61   	-144.96   	 50.46   	 -96.64		  6.45   	-132.25		
-50.05   	-147.40   	 50.07   	 -96.64		  5.92   	-116.99		
-50.66   	-146.79   	 49.68   	 -91.56		  5.45   	-106.82		
-48.52   	-143.43   	 49.32   	 -96.64		  5.03   	 -96.64		
-46.08   	-139.77   	 48.93   	 -86.47		  4.64   	 -86.47		
-44.86   	-138.55   	 48.59   	 -86.47		  4.29   	 -76.30		
-45.17   	-139.16   	 48.24   	 -86.47		  3.99   	 -61.04		
-46.39   	-140.38   	 47.89   	 -76.30		  3.74   	 -55.95		
-47.61   	-141.30   	 47.59   	 -71.21		  3.52   	 -40.69		
-48.52   	-141.30   	 47.30   	 -71.21		  3.36   	 -40.69		
-48.52   	-140.08   	 47.02   	 -71.21		  3.19   	 -25.43		
-48.22   	-138.55   	 46.73   	 -61.04		  3.09   	 -20.35		
-47.00   	-136.11   	 46.49   	 -66.12		  3.01   	 -15.26		
-44.56   	-133.06   	 46.23   	 -66.12		  2.95   	 -10.17		
