SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
  0.00   	-109.86   	 69.34   	 -50.86		  3.26   	 -20.35		
 -0.31   	-137.02   	 69.14   	 -45.78		  3.17   	  -5.09		
  8.54   	-181.27   	 68.95   	 -25.43		  3.15   	   5.09		
 31.74   	-230.10   	 68.85   	 -30.52		  3.17   	   0.00		
 74.46   	-254.21   	 68.73   	 -40.69		  3.17   	   0.00		
141.30   	-211.49   	 68.57   	 -30.52		  3.17   	 -10.17		
231.02   	-68.05   	 68.44   	 -20.35		  3.13   	  -5.09		
337.52   	185.85   	 68.36   	 -15.26		  3.11   	  -5.09		
453.19   	536.19   	 68.30   	 -25.43		  3.09   	   5.09		
563.96   	933.53   	 68.20   	 -20.35		  3.11   	  10.17		
638.43   	1286.01   	 68.12   	 -30.52		  3.15   	  40.69		
526.12   	1428.22   	 68.00   	 -20.35		  3.32   	  30.52		
306.70   	1120.00   	 67.91   	 -25.43		  3.44   	  40.69		
 30.52   	659.18   	 67.81   	 -25.43		  3.60   	  50.86		
-211.18   	220.34   	 67.71   	 -25.43		  3.80   	  61.04		
-337.22   	-47.61   	 67.61   	 -35.61		  4.05   	  61.04		
-321.96   	-103.15   	 67.47   	 -30.52		  4.29   	  55.95		
-205.99   	-18.01   	 67.34   	 -30.52		  4.52   	  61.04		
-68.97   	 86.06   	 67.22   	 -35.61		  4.76   	  66.12		
 18.92   	119.32   	 67.08   	 -30.52		  5.03   	  76.30		
 35.40   	 67.75   	 66.96   	 -25.43		  5.33   	  96.64		
  8.24   	-21.06   	 66.86   	 -25.43		  5.72   	 116.99		
-18.62   	-89.72   	 66.75   	 -20.35		  6.19   	 101.73		
-20.14   	-112.30   	 66.67   	   0.00		  6.59   	   0.00		
-20.14   	-112.30   	 66.67   	 -50.86		  6.59   	 116.99		
 22.89   	-80.57   	 66.47   	   0.00		  7.06   	   0.00		
 22.89   	-80.57   	 66.47   	 -55.95		  7.06   	 203.46		
 29.60   	-81.79   	 66.25   	   0.00		  7.87   	   0.00		
 29.60   	-81.79   	 66.25   	 -40.69		  7.87   	 630.72		
 24.41   	-94.91   	 66.08   	   0.00		 10.40   	   0.00		
 24.41   	-94.91   	 66.08   	 -71.21		 10.40   	 452.69		
 40.89   	-79.65   	 65.80   	   0.00		 12.21   	   0.00		
 40.89   	-79.65   	 65.80   	 -66.12		 12.21   	 808.75		
 50.05   	-67.75   	 65.53   	   0.00		 15.44   	   0.00		
 50.05   	-67.75   	 65.53   	 -25.43		 15.44   	 707.02		
 51.57   	-61.04   	 65.43   	   5.09		 18.27   	1002.03		
 58.29   	-49.13   	 65.45   	 -15.26		 22.28   	 539.16		
 62.87   	-42.42   	 65.39   	 -25.43		 24.44   	 483.21		
 66.53   	-36.62   	 65.29   	 -30.52		 26.37   	 493.39		
 68.36   	-31.43   	 65.17   	 -40.69		 28.34   	 564.60		
 69.89   	-26.25   	 65.00   	 -45.78		 30.60   	 569.68		
 71.72   	-20.75   	 64.82   	 -50.86		 32.88   	 523.90		
 74.46   	-15.26   	 64.62   	 -55.95		 34.97   	 478.13		
