SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
183.41   	116.27   	 63.07   	 -76.30		 -4.03   	 167.85		
182.19   	115.36   	 62.77   	 -76.30		 -3.36   	 147.51		
182.50   	115.36   	 62.46   	 -76.30		 -2.77   	 111.90		
182.80   	115.66   	 62.16   	 -66.12		 -2.32   	  66.12		
182.19   	115.36   	 61.89   	 -10.17		 -2.05   	  55.95		
179.75   	113.22   	 61.85   	  50.86		 -1.83   	  35.61		
175.78   	110.17   	 62.05   	  50.86		 -1.69   	   5.09		
172.73   	107.42   	 62.26   	  15.26		 -1.67   	  10.17		
171.81   	106.81   	 62.32   	 -20.35		 -1.63   	  10.17		
173.65   	108.95   	 62.24   	 -35.61		 -1.59   	  10.17		
177.00   	112.61   	 62.10   	 -35.61		 -1.55   	   0.00		
179.44   	116.27   	 61.95   	 -45.78		 -1.55   	 -25.43		
179.75   	117.19   	 61.77   	 -66.12		 -1.65   	 -40.69		
178.53   	115.36   	 61.51   	 -55.95		 -1.81   	 -50.86		
176.39   	111.39   	 61.28   	 -35.61		 -2.01   	 -86.47		
174.56   	106.81   	 61.14   	 -20.35		 -2.36   	 -66.12		
173.03   	103.15   	 61.06   	 -15.26		 -2.62   	 -40.69		
171.20   	101.01   	 61.00   	 -35.61		 -2.79   	 -30.52		
169.07   	100.40   	 60.85   	 -30.52		 -2.91   	 -10.17		
167.24   	101.32   	 60.73   	  25.43		 -2.95   	  30.52		
165.41   	103.76   	 60.83   	  10.17		 -2.83   	  30.52		
163.88   	108.03   	 60.87   	 -15.26		 -2.71   	  45.78		
162.96   	115.05   	 60.81   	 -25.43		 -2.52   	  66.12		
164.18   	126.34   	 60.71   	 -81.38		 -2.26   	  76.30		
169.07   	143.43   	 60.39   	-137.33		 -1.95   	 101.73		
180.05   	167.24   	 59.84   	 -81.38		 -1.55   	  96.64		
195.62   	195.92   	 59.51   	   0.00		 -1.16   	  86.47		
211.18   	226.44   	 59.51   	  15.26		 -0.81   	  96.64		
222.47   	254.21   	 59.57   	  10.17		 -0.43   	  86.47		
229.19   	280.15   	 59.61   	 -20.35		 -0.08   	  81.38		
235.29   	306.40   	 59.53   	 -15.26		  0.24   	  66.12		
247.50   	333.86   	 59.47   	 -35.61		  0.51   	  55.95		
265.81   	357.06   	 59.33   	 -86.47		  0.73   	  50.86		
285.34   	366.21   	 58.98   	 -71.21		  0.94   	  45.78		
296.63   	352.17   	 58.70   	 -71.21		  1.12   	  35.61		
293.27   	313.72   	 58.41   	 -76.30		  1.26   	  40.69		
275.57   	259.70   	 58.11   	 -25.43		  1.42   	  40.69		
248.41   	204.47   	 58.01   	 -10.17		  1.59   	  45.78		
219.42   	159.30   	 57.97   	 -25.43		  1.77   	  50.86		
193.48   	130.31   	 57.86   	 -35.61		  1.97   	  50.86		
174.26   	117.49   	 57.72   	 -66.12		  2.18   	  40.69		
162.66   	114.75   	 57.46   	 -50.86		  2.34   	  30.52		
156.86   	114.44   	 57.25   	  -5.09		  2.46   	  30.52		
154.11   	110.78   	 57.23   	   0.00		  2.58   	  25.43		
152.89   	103.45   	 57.23   	 -50.86		  2.69   	  25.43		
152.59   	 95.52   	 57.03   	 -86.47		  2.79   	  30.52		
153.20   	 90.94   	 56.68   	 -71.21		  2.91   	  30.52		
155.33   	 90.33   	 56.40   	 -40.69		  3.03   	  25.43		
157.17   	 91.55   	 56.24   	 -30.52		  3.13   	  15.26		
156.86   	 91.86   	 56.11   	 -35.61		  3.19   	   5.09		
154.11   	 90.94   	 55.97   	 -25.43		  3.21   	   0.00		
150.15   	 90.33   	 55.87   	 -30.52		  3.21   	 -25.43		
146.79   	 91.86   	 55.75   	 -30.52		  3.11   	 -45.78		
145.57   	 95.83   	 55.63   	 -45.78		  2.93   	 -30.52		
146.18   	101.32   	 55.44   	 -35.61		  2.81   	  15.26		
148.32   	108.03   	 55.30   	   5.09		  2.87   	  40.69		
150.45   	114.44   	 55.32   	 -15.26		  3.03   	  40.69		
152.28   	120.85   	 55.26   	 -66.12		  3.19   	  35.61		
153.50   	127.87   	 54.99   	 -30.52		  3.34   	  15.26		
155.64   	138.85   	 54.87   	 -25.43		  3.40   	  20.35		
